Total Sec,Difference in time(sec),Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
197.000,0,197.00,-5.03,3.16,9.45,11.20
197.000,0,197.00,-5.15,3.25,9.45,11.20
197.000,0,197.00,-5.22,3.35,9.39,11.30
197.000,0,197.00,-5.34,3.33,9.31,11.20
197.000,0,197.00,-5.53,3.17,9.25,11.20
197.000,0,197.00,-5.69,2.96,9.21,11.20
197.000,0,197.00,-5.75,2.91,9.21,11.20
197.000,0,197.00,-5.76,3.00,9.19,11.30
197.000,0,197.00,-5.73,3.11,9.13,11.20
197.000,0,197.00,-5.69,3.20,8.99,11.10
197.000,0,197.00,-5.69,3.19,8.78,10.90
197.000,0,197.00,-5.69,3.10,8.56,10.70
197.000,0,197.00,-5.64,3.01,8.35,10.50
197.000,0,197.00,-5.57,2.92,8.15,10.30
197.000,0,197.00,-5.52,2.84,8.02,10.10
197.000,0,197.00,-5.50,2.79,7.91,10.00
197.000,0,197.00,-5.50,2.72,7.82,9.94
197.000,0,197.00,-5.50,2.66,7.74,9.86
197.000,0,197.00,-5.50,2.57,7.67,9.78
197.000,0,197.00,-5.50,2.48,7.61,9.71
197.000,0,197.00,-5.56,2.39,7.59,9.71
197.000,0,197.00,-5.63,2.29,7.63,9.75
197.000,0,197.00,-5.66,2.18,7.70,9.80
198.000,1,198.00,-5.66,2.08,7.74,9.81
198.000,0,198.00,-5.64,2.02,7.75,9.80
198.000,0,198.00,-5.64,1.97,7.72,9.77
198.000,0,198.00,-5.64,1.95,7.63,9.69
198.000,0,198.00,-5.63,1.96,7.48,9.56
198.000,0,198.00,-5.54,2.00,7.31,9.39
198.000,0,198.00,-5.43,2.07,7.17,9.23
198.000,0,198.00,-5.34,2.13,7.01,9.06
198.000,0,198.00,-5.24,2.13,6.89,8.92
198.000,0,198.00,-5.14,2.09,6.83,8.80
198.000,0,198.00,-5.07,2.03,6.83,8.75
198.000,0,198.00,-5.09,2.00,6.98,8.86
198.000,0,198.00,-5.19,1.96,7.25,9.13
198.000,0,198.00,-5.29,1.89,7.54,9.40
198.000,0,198.00,-5.40,1.83,7.82,9.68
198.000,0,198.00,-5.47,1.79,8.01,9.87
198.000,0,198.00,-5.50,1.78,8.10,9.95
198.000,0,198.00,-5.44,1.75,8.08,9.90
198.000,0,198.00,-5.36,1.70,7.94,9.73
198.000,0,198.00,-5.27,1.73,7.79,9.57
198.000,0,198.00,-5.14,1.83,7.61,9.36
198.000,0,198.00,-5.06,1.97,7.46,9.23
198.000,0,198.00,-5.03,2.11,7.36,9.17
198.000,0,198.00,-5.00,2.25,7.38,9.19
198.000,0,198.00,-4.97,2.36,7.51,9.31
198.000,0,198.00,-4.95,2.46,7.66,9.45
198.000,0,198.00,-4.92,2.55,7.78,9.55
198.000,0,198.00,-4.88,2.65,7.88,9.64
198.000,0,198.00,-4.84,2.78,7.98,9.74
198.000,0,198.00,-4.77,2.86,8.06,9.79
198.000,0,198.00,-4.66,2.91,8.10,9.78
198.000,0,198.00,-4.54,2.92,8.05,9.69
198.000,0,198.00,-4.36,2.90,8.08,9.63
198.000,0,198.00,-4.17,2.82,8.21,9.63
198.000,0,198.00,-4.01,2.69,8.38,9.67
198.000,0,198.00,-3.88,2.59,8.59,9.78
198.000,0,198.00,-3.76,2.58,8.87,9.97
198.000,0,198.00,-3.68,2.61,9.23,10.30
198.000,0,198.00,-3.69,2.67,9.54,10.60
198.000,0,198.00,-3.77,2.70,9.76,10.80
198.000,0,198.00,-3.94,2.65,9.91,11.00
198.000,0,198.00,-4.19,2.51,9.99,11.10
198.000,0,198.00,-4.47,2.38,10.10,11.30
198.000,0,198.00,-4.72,2.31,10.10,11.40
198.000,0,198.00,-4.94,2.41,9.93,11.30
198.000,0,198.00,-5.11,2.59,9.77,11.30
198.000,0,198.00,-5.28,2.77,9.65,11.30
198.000,0,198.00,-5.45,2.90,9.54,11.40
198.000,0,198.00,-5.57,2.94,9.41,11.30
198.000,0,198.00,-5.60,2.92,9.25,11.20
198.000,0,198.00,-5.60,2.85,8.98,11.00
198.000,0,198.00,-5.69,2.76,8.63,10.70
198.000,0,198.00,-5.77,2.76,7.95,10.20
198.000,0,198.00,-5.75,2.68,7.92,10.10
198.000,0,198.00,-5.80,2.60,7.99,10.20
198.000,0,198.00,-5.88,2.64,7.69,10.00
198.000,0,198.00,-5.79,2.74,7.31,9.72
198.000,0,198.00,-5.63,2.83,7.10,9.49
198.000,0,198.00,-5.55,2.84,7.00,9.37
198.000,0,198.00,-5.47,2.78,7.21,9.47
198.000,0,198.00,-5.42,2.70,7.77,9.85
198.000,0,198.00,-5.45,2.67,8.55,10.50
198.000,0,198.00,-5.74,2.71,9.53,11.40
198.000,0,198.00,-5.94,2.74,10.20,12.10
198.000,0,198.00,-5.58,2.78,10.30,12.00
198.000,0,198.00,-5.21,2.78,10.80,12.30
198.000,0,198.00,-5.03,2.79,11.10,12.50
198.000,0,198.00,-4.79,2.67,11.10,12.40
198.000,0,198.00,-4.36,2.64,10.90,12.00
198.000,0,198.00,-3.87,2.82,10.40,11.40
198.000,0,198.00,-3.34,3.06,9.71,10.70
198.000,0,198.00,-2.80,3.30,9.09,10.10
198.000,0,198.00,-2.38,3.52,8.50,9.51
198.000,0,198.00,-2.09,3.72,8.02,9.08
198.000,0,198.00,-1.84,3.96,7.67,8.83
198.000,0,198.00,-1.65,4.20,7.46,8.72
198.000,0,198.00,-1.56,4.49,7.35,8.75
198.000,0,198.00,-1.47,4.77,7.31,8.85
198.000,0,198.00,-1.43,5.00,7.20,8.89
198.000,0,198.00,-1.37,5.16,7.10,8.89
198.000,0,198.00,-1.33,5.24,7.05,8.89
198.000,0,198.00,-1.33,5.27,7.06,8.91
198.000,0,198.00,-1.36,5.29,7.05,8.92
198.000,0,198.00,-1.39,5.33,7.07,8.96
198.000,0,198.00,-1.42,5.37,7.11,9.03
198.000,0,198.00,-1.51,5.28,7.16,9.02
198.000,0,198.00,-1.61,5.08,7.32,9.06
198.000,0,198.00,-1.73,4.87,7.37,9.00
198.000,0,198.00,-1.81,4.75,7.37,8.96
198.000,0,198.00,-1.87,4.68,7.45,8.99
198.000,0,198.00,-1.92,4.57,7.49,8.98
198.000,0,198.00,-1.93,4.53,7.44,8.92
198.000,0,198.00,-1.86,4.57,7.33,8.83
198.000,0,198.00,-1.77,4.70,7.21,8.79
198.000,0,198.00,-1.67,4.82,7.05,8.70
198.000,0,198.00,-1.60,4.95,6.94,8.67
198.000,0,198.00,-1.59,5.12,6.91,8.75
198.000,0,198.00,-1.58,5.31,7.00,8.93
198.000,0,198.00,-1.66,5.46,7.31,9.27
198.000,0,198.00,-1.78,5.52,7.70,9.64
198.000,0,198.00,-1.90,5.52,8.14,10.00
199.000,1,199.00,-1.97,5.48,8.53,10.30
199.000,0,199.00,-2.02,5.43,8.84,10.60
199.000,0,199.00,-2.06,5.37,9.01,10.70
199.000,0,199.00,-2.02,5.22,9.06,10.70
199.000,0,199.00,-1.91,4.97,9.05,10.50
199.000,0,199.00,-1.80,4.70,8.91,10.20
199.000,0,199.00,-1.65,4.45,8.68,9.90
199.000,0,199.00,-1.45,4.29,8.42,9.56
199.000,0,199.00,-1.25,4.28,8.14,9.28
199.000,0,199.00,-1.08,4.31,7.94,9.10
199.000,0,199.00,-0.92,4.31,7.74,8.91
199.000,0,199.00,-0.82,4.36,7.59,8.79
199.000,0,199.00,-0.85,4.44,7.58,8.83
199.000,0,199.00,-0.85,4.54,7.61,8.90
199.000,0,199.00,-0.72,4.75,7.57,8.96
199.000,0,199.00,-0.56,5.02,7.49,9.03
199.000,0,199.00,-0.42,5.19,7.49,9.13
199.000,0,199.00,-0.29,5.26,7.56,9.21
199.000,0,199.00,-0.22,5.28,7.72,9.36
199.000,0,199.00,-0.15,5.23,8.01,9.56
199.000,0,199.00,-0.08,5.08,8.21,9.65
199.000,0,199.00,0.04,5.00,8.32,9.71
199.000,0,199.00,0.23,4.95,8.65,9.97
199.000,0,199.00,0.42,4.87,9.02,10.30
199.000,0,199.00,0.63,4.78,9.29,10.50
199.000,0,199.00,0.86,4.74,9.43,10.60
199.000,0,199.00,1.05,4.72,9.59,10.70
199.000,0,199.00,1.15,4.58,9.85,10.90
199.000,0,199.00,1.43,4.61,10.10,11.20
199.000,0,199.00,1.58,4.68,10.30,11.40
199.000,0,199.00,1.62,4.45,10.40,11.40
199.000,0,199.00,1.63,4.07,10.40,11.30
199.000,0,199.00,1.62,3.75,10.10,10.90
199.000,0,199.00,1.76,3.71,9.65,10.50
199.000,0,199.00,1.95,3.88,9.16,10.10
199.000,0,199.00,2.07,4.03,8.72,9.82
199.000,0,199.00,2.18,4.13,8.25,9.48
199.000,0,199.00,2.27,4.15,7.91,9.22
199.000,0,199.00,2.28,4.19,7.70,9.06
199.000,0,199.00,2.27,4.24,7.57,8.97
199.000,0,199.00,2.23,4.30,7.52,8.95
199.000,0,199.00,2.17,4.39,7.46,8.92
199.000,0,199.00,2.13,4.50,7.50,9.00
199.000,0,199.00,2.03,4.57,7.59,9.09
199.000,0,199.00,1.91,4.62,7.69,9.17
199.000,0,199.00,1.79,4.66,7.84,9.30
199.000,0,199.00,1.67,4.64,8.10,9.48
199.000,0,199.00,1.61,4.65,8.28,9.63
199.000,0,199.00,1.53,4.62,8.41,9.72
199.000,0,199.00,1.45,4.56,8.54,9.79
199.000,0,199.00,1.36,4.50,8.70,9.89
199.000,0,199.00,1.27,4.43,8.84,9.97
199.000,0,199.00,1.19,4.37,8.93,10.00
199.000,0,199.00,1.10,4.35,9.00,10.10
199.000,0,199.00,1.01,4.35,9.04,10.10
199.000,0,199.00,0.93,4.36,9.03,10.10
199.000,0,199.00,0.91,4.40,8.97,10.00
199.000,0,199.00,0.93,4.45,8.90,10.00
199.000,0,199.00,0.93,4.47,8.85,9.96
199.000,0,199.00,0.90,4.43,8.81,9.91
199.000,0,199.00,0.91,4.40,8.78,9.86
199.000,0,199.00,0.94,4.36,8.73,9.81
199.000,0,199.00,0.93,4.33,8.70,9.76
199.000,0,199.00,0.93,4.29,8.69,9.73
199.000,0,199.00,0.94,4.22,8.65,9.67
199.000,0,199.00,0.94,4.16,8.62,9.62
199.000,0,199.00,0.95,4.09,8.64,9.61
199.000,0,199.00,0.90,4.00,8.71,9.62
199.000,0,199.00,0.80,3.91,8.73,9.60
199.000,0,199.00,0.73,3.88,8.70,9.56
199.000,0,199.00,0.71,3.90,8.62,9.49
199.000,0,199.00,0.68,3.97,8.45,9.36
199.000,0,199.00,0.67,4.06,8.29,9.25
199.000,0,199.00,0.66,4.10,8.19,9.19
199.000,0,199.00,0.69,4.11,8.13,9.13
199.000,0,199.00,0.69,4.11,8.14,9.15
199.000,0,199.00,0.68,4.09,8.17,9.16
199.000,0,199.00,0.70,4.07,8.19,9.17
199.000,0,199.00,0.75,4.06,8.21,9.18
199.000,0,199.00,0.81,4.07,8.15,9.15
199.000,0,199.00,0.90,4.11,8.13,9.16
199.000,0,199.00,0.99,4.10,8.14,9.17
199.000,0,199.00,1.10,4.08,8.10,9.13
199.000,0,199.00,1.24,4.16,7.98,9.08
199.000,0,199.00,1.43,4.35,7.78,9.02
199.000,0,199.00,1.58,4.57,7.60,9.01
199.000,0,199.00,1.71,4.78,7.51,9.06
199.000,0,199.00,1.82,4.97,7.49,9.17
199.000,0,199.00,1.90,5.15,7.58,9.36
199.000,0,199.00,1.93,5.27,7.78,9.59
199.000,0,199.00,1.92,5.31,8.10,9.88
199.000,0,199.00,1.88,5.24,8.45,10.10
199.000,0,199.00,1.84,5.09,8.79,10.30
199.000,0,199.00,1.79,4.91,9.07,10.50
199.000,0,199.00,1.77,4.78,9.27,10.60
199.000,0,199.00,1.77,4.73,9.39,10.70
199.000,0,199.00,1.77,4.69,9.43,10.70
199.000,0,199.00,1.81,4.71,9.40,10.70
199.000,0,199.00,1.84,4.73,9.30,10.60
199.000,0,199.00,1.86,4.74,9.15,10.50
199.000,0,199.00,1.88,4.73,9.01,10.40
200.000,1,200.00,1.89,4.73,8.91,10.30
200.000,0,200.00,1.86,4.70,8.86,10.20
200.000,0,200.00,1.85,4.64,8.85,10.20
200.000,0,200.00,1.84,4.61,8.85,10.10
200.000,0,200.00,1.82,4.58,8.92,10.20
200.000,0,200.00,1.80,4.54,8.96,10.20
200.000,0,200.00,1.78,4.53,9.03,10.30
200.000,0,200.00,1.78,4.53,9.08,10.30
200.000,0,200.00,1.78,4.48,9.12,10.30
200.000,0,200.00,1.80,4.39,9.18,10.30
200.000,0,200.00,1.87,4.32,9.23,10.40
200.000,0,200.00,1.92,4.25,9.22,10.30
200.000,0,200.00,1.96,4.17,9.14,10.20
200.000,0,200.00,2.04,4.14,9.01,10.10
200.000,0,200.00,2.12,4.18,8.85,10.00
200.000,0,200.00,2.15,4.16,8.72,9.90
200.000,0,200.00,2.14,4.07,8.63,9.78
200.000,0,200.00,2.13,4.01,8.59,9.71
200.000,0,200.00,2.12,3.98,8.48,9.61
200.000,0,200.00,2.12,4.04,8.33,9.50
200.000,0,200.00,2.17,4.15,8.19,9.44
200.000,0,200.00,2.19,4.29,8.15,9.47
200.000,0,200.00,2.16,4.38,8.16,9.51
200.000,0,200.00,2.13,4.41,8.25,9.59
200.000,0,200.00,2.08,4.41,8.37,9.69
200.000,0,200.00,2.04,4.39,8.50,9.78
200.000,0,200.00,2.03,4.38,8.62,9.88
200.000,0,200.00,2.04,4.37,8.65,9.90
200.000,0,200.00,2.10,4.36,8.64,9.90
200.000,0,200.00,2.16,4.37,8.59,9.88
200.000,0,200.00,2.20,4.36,8.59,9.88
200.000,0,200.00,2.21,4.34,8.62,9.90
200.000,0,200.00,2.23,4.30,8.69,9.95
200.000,0,200.00,2.19,4.17,8.78,9.96
200.000,0,200.00,2.17,4.01,8.85,9.95
200.000,0,200.00,2.14,3.88,8.90,9.94
200.000,0,200.00,2.09,3.79,8.91,9.91
200.000,0,200.00,2.08,3.75,8.92,9.90
200.000,0,200.00,2.04,3.72,8.90,9.86
200.000,0,200.00,2.03,3.70,8.85,9.81
200.000,0,200.00,2.01,3.72,8.82,9.79
200.000,0,200.00,1.97,3.75,8.78,9.75
200.000,0,200.00,1.88,3.76,8.78,9.73
200.000,0,200.00,1.78,3.74,8.79,9.72
200.000,0,200.00,1.66,3.72,8.85,9.74
200.000,0,200.00,1.55,3.68,8.88,9.73
200.000,0,200.00,1.46,3.65,8.90,9.73
200.000,0,200.00,1.38,3.66,8.87,9.70
200.000,0,200.00,1.31,3.68,8.83,9.66
200.000,0,200.00,1.27,3.74,8.73,9.59
200.000,0,200.00,1.28,3.89,8.57,9.50
200.000,0,200.00,1.35,4.08,8.44,9.47
200.000,0,200.00,1.44,4.19,8.34,9.44
200.000,0,200.00,1.49,4.23,8.30,9.43
200.000,0,200.00,1.56,4.19,8.34,9.46
200.000,0,200.00,1.63,4.10,8.42,9.51
200.000,0,200.00,1.68,3.99,8.52,9.55
200.000,0,200.00,1.74,3.94,8.61,9.63
200.000,0,200.00,1.77,3.94,8.70,9.71
200.000,0,200.00,1.77,3.94,8.79,9.80
200.000,0,200.00,1.80,3.93,8.84,9.84
200.000,0,200.00,1.83,3.90,8.85,9.85
200.000,0,200.00,1.85,3.87,8.83,9.81
200.000,0,200.00,1.86,3.87,8.75,9.75
200.000,0,200.00,1.89,3.94,8.67,9.71
200.000,0,200.00,1.90,4.06,8.59,9.68
200.000,0,200.00,1.88,4.19,8.53,9.69
200.000,0,200.00,1.90,4.34,8.49,9.73
200.000,0,200.00,1.91,4.43,8.53,9.80
200.000,0,200.00,1.89,4.45,8.61,9.87
200.000,0,200.00,1.87,4.40,8.73,9.95
200.000,0,200.00,1.84,4.34,8.80,9.98
200.000,0,200.00,1.85,4.31,8.82,9.99
200.000,0,200.00,1.86,4.31,8.80,9.98
200.000,0,200.00,1.89,4.32,8.75,9.94
200.000,0,200.00,1.92,4.34,8.70,9.91
200.000,0,200.00,1.93,4.39,8.65,9.89
200.000,0,200.00,1.94,4.44,8.63,9.90
200.000,0,200.00,1.92,4.47,8.68,9.95
200.000,0,200.00,1.89,4.43,8.74,9.98
200.000,0,200.00,1.83,4.40,8.78,9.99
200.000,0,200.00,1.77,4.36,8.81,9.99
200.000,0,200.00,1.68,4.33,8.80,9.95
200.000,0,200.00,1.59,4.32,8.82,9.95
200.000,0,200.00,1.52,4.33,8.85,9.97
200.000,0,200.00,1.48,4.36,8.84,9.97
200.000,0,200.00,1.45,4.40,8.82,9.96
200.000,0,200.00,1.45,4.46,8.76,9.93
200.000,0,200.00,1.48,4.55,8.69,9.92
200.000,0,200.00,1.49,4.58,8.62,9.87
200.000,0,200.00,1.46,4.51,8.61,9.83
200.000,0,200.00,1.43,4.39,8.64,9.80
200.000,0,200.00,1.42,4.28,8.66,9.76
200.000,0,200.00,1.42,4.23,8.64,9.72
200.000,0,200.00,1.41,4.21,8.59,9.67
200.000,0,200.00,1.42,4.21,8.52,9.61
200.000,0,200.00,1.46,4.28,8.46,9.59
200.000,0,200.00,1.47,4.33,8.45,9.61
200.000,0,200.00,1.49,4.38,8.46,9.64
200.000,0,200.00,1.53,4.41,8.50,9.70
201.000,1,201.00,1.58,4.44,8.62,9.83
201.000,0,201.00,1.62,4.41,8.72,9.91
201.000,0,201.00,1.70,4.37,8.76,9.94
201.000,0,201.00,1.81,4.35,8.77,9.96
201.000,0,201.00,1.92,4.32,8.74,9.93
201.000,0,201.00,2.06,4.28,8.66,9.87
201.000,0,201.00,2.18,4.25,8.54,9.79
201.000,0,201.00,2.28,4.24,8.42,9.70
201.000,0,201.00,2.40,4.26,8.28,9.62
201.000,0,201.00,2.50,4.31,8.18,9.58
201.000,0,201.00,2.58,4.38,8.11,9.57
201.000,0,201.00,2.64,4.42,8.12,9.62
201.000,0,201.00,2.66,4.41,8.23,9.71
201.000,0,201.00,2.61,4.37,8.39,9.81
201.000,0,201.00,2.55,4.33,8.54,9.91
201.000,0,201.00,2.49,4.34,8.68,10.00
201.000,0,201.00,2.39,4.40,8.79,10.10
201.000,0,201.00,2.30,4.47,8.89,10.20
201.000,0,201.00,2.22,4.55,8.93,10.30
201.000,0,201.00,2.14,4.60,8.96,10.30
201.000,0,201.00,2.04,4.64,9.01,10.30
201.000,0,201.00,1.94,4.63,9.07,10.40
201.000,0,201.00,1.81,4.62,9.05,10.30
201.000,0,201.00,1.73,4.69,8.99,10.30
201.000,0,201.00,1.66,4.80,8.92,10.30
201.000,0,201.00,1.61,4.87,8.83,10.20
201.000,0,201.00,1.52,4.86,8.78,10.10
201.000,0,201.00,1.39,4.82,8.74,10.10
201.000,0,201.00,1.29,4.78,8.67,9.98
201.000,0,201.00,1.23,4.81,8.54,9.88
201.000,0,201.00,1.22,4.92,8.34,9.76
201.000,0,201.00,1.25,5.02,8.17,9.67
201.000,0,201.00,1.26,5.09,8.05,9.61
201.000,0,201.00,1.27,5.07,8.03,9.58
201.000,0,201.00,1.24,4.94,8.09,9.56
201.000,0,201.00,1.20,4.76,8.17,9.53
201.000,0,201.00,1.17,4.61,8.25,9.52
201.000,0,201.00,1.14,4.50,8.26,9.48
201.000,0,201.00,1.15,4.47,8.22,9.42
201.000,0,201.00,1.18,4.47,8.13,9.35
201.000,0,201.00,1.21,4.54,8.02,9.30
201.000,0,201.00,1.26,4.62,7.93,9.27
201.000,0,201.00,1.27,4.68,7.90,9.27
201.000,0,201.00,1.31,4.73,7.91,9.31
201.000,0,201.00,1.34,4.77,7.94,9.36
201.000,0,201.00,1.41,4.81,7.97,9.41
201.000,0,201.00,1.47,4.87,8.05,9.52
201.000,0,201.00,1.55,4.88,8.14,9.61
201.000,0,201.00,1.63,4.86,8.17,9.64
201.000,0,201.00,1.74,4.83,8.17,9.64
201.000,0,201.00,1.83,4.81,8.15,9.64
201.000,0,201.00,1.92,4.83,8.13,9.65
201.000,0,201.00,2.00,4.84,8.12,9.66
201.000,0,201.00,2.09,4.83,8.14,9.69
201.000,0,201.00,2.15,4.83,8.15,9.72
201.000,0,201.00,2.20,4.85,8.18,9.76
201.000,0,201.00,2.24,4.85,8.18,9.77
201.000,0,201.00,2.28,4.86,8.16,9.76
201.000,0,201.00,2.32,4.88,8.10,9.74
201.000,0,201.00,2.38,4.96,8.01,9.71
201.000,0,201.00,2.48,5.12,7.89,9.73
201.000,0,201.00,2.57,5.29,7.85,9.81
201.000,0,201.00,2.62,5.35,7.87,9.87
201.000,0,201.00,2.61,5.34,7.99,9.96
201.000,0,201.00,2.60,5.32,8.17,10.10
201.000,0,201.00,2.56,5.29,8.36,10.20
201.000,0,201.00,2.54,5.28,8.53,10.30
201.000,0,201.00,2.54,5.31,8.69,10.50
201.000,0,201.00,2.52,5.31,8.83,10.60
201.000,0,201.00,2.49,5.27,8.96,10.70
201.000,0,201.00,2.43,5.21,9.04,10.70
201.000,0,201.00,2.39,5.14,9.02,10.70
201.000,0,201.00,2.32,5.04,9.00,10.60
201.000,0,201.00,2.24,4.95,8.93,10.50
201.000,0,201.00,2.15,4.90,8.81,10.30
201.000,0,201.00,2.08,4.89,8.68,10.20
201.000,0,201.00,2.01,4.93,8.52,10.10
201.000,0,201.00,1.93,4.96,8.38,9.93
201.000,0,201.00,1.85,4.94,8.30,9.83
201.000,0,201.00,1.75,4.92,8.27,9.78
201.000,0,201.00,1.64,4.90,8.25,9.74
201.000,0,201.00,1.55,4.91,8.24,9.72
201.000,0,201.00,1.49,4.93,8.18,9.66
201.000,0,201.00,1.43,4.99,8.11,9.63
201.000,0,201.00,1.37,5.03,8.06,9.60
201.000,0,201.00,1.34,5.06,8.07,9.61
201.000,0,201.00,1.30,5.03,8.09,9.62
201.000,0,201.00,1.27,4.98,8.14,9.62
201.000,0,201.00,1.26,4.89,8.14,9.58
201.000,0,201.00,1.26,4.81,8.14,9.54
201.000,0,201.00,1.26,4.73,8.12,9.48
201.000,0,201.00,1.29,4.67,8.04,9.39
201.000,0,201.00,1.33,4.68,7.91,9.29
201.000,0,201.00,1.39,4.72,7.80,9.23
201.000,0,201.00,1.45,4.76,7.74,9.20
201.000,0,201.00,1.46,4.77,7.69,9.17
201.000,0,201.00,1.49,4.82,7.71,9.22
201.000,0,201.00,1.55,4.94,7.71,9.29
201.000,0,201.00,1.60,5.06,7.79,9.42
201.000,0,201.00,1.65,5.07,7.94,9.56
201.000,0,201.00,1.63,5.00,8.13,9.68
202.000,1,202.00,1.62,4.96,8.31,9.81
202.000,0,202.00,1.63,4.92,8.40,9.87
202.000,0,202.00,1.64,4.91,8.45,9.91
202.000,0,202.00,1.69,4.96,8.47,9.96
202.000,0,202.00,1.73,5.02,8.49,10.00
202.000,0,202.00,1.75,5.05,8.59,10.10
202.000,0,202.00,1.75,5.00,8.69,10.20
202.000,0,202.00,1.75,4.92,8.76,10.20
202.000,0,202.00,1.73,4.86,8.79,10.20
202.000,0,202.00,1.73,4.82,8.73,10.10
202.000,0,202.00,1.76,4.82,8.64,10.00
202.000,0,202.00,1.79,4.83,8.49,9.94
202.000,0,202.00,1.82,4.85,8.32,9.80
202.000,0,202.00,1.87,4.89,8.17,9.71
202.000,0,202.00,1.85,4.89,8.12,9.66
202.000,0,202.00,1.78,4.83,8.14,9.63
202.000,0,202.00,1.66,4.79,8.22,9.66
202.000,0,202.00,1.54,4.78,8.28,9.69
202.000,0,202.00,1.41,4.79,8.29,9.68
202.000,0,202.00,1.29,4.83,8.31,9.69
202.000,0,202.00,1.17,4.85,8.28,9.67
202.000,0,202.00,1.08,4.89,8.20,9.61
202.000,0,202.00,1.00,4.93,8.09,9.53
202.000,0,202.00,0.95,5.01,7.93,9.43
202.000,0,202.00,0.96,5.12,7.73,9.32
202.000,0,202.00,1.00,5.24,7.55,9.25
202.000,0,202.00,1.04,5.33,7.37,9.16
202.000,0,202.00,1.14,5.39,7.20,9.07
202.000,0,202.00,1.23,5.44,7.05,8.99
202.000,0,202.00,1.33,5.45,7.00,8.97
202.000,0,202.00,1.41,5.39,7.01,8.96
202.000,0,202.00,1.48,5.32,7.03,8.94
202.000,0,202.00,1.58,5.29,7.04,8.95
202.000,0,202.00,1.68,5.34,7.04,8.99
202.000,0,202.00,1.81,5.41,7.07,9.08
202.000,0,202.00,1.94,5.42,7.17,9.19
202.000,0,202.00,2.04,5.45,7.34,9.37
202.000,0,202.00,2.11,5.47,7.59,9.59
202.000,0,202.00,2.17,5.49,7.85,9.82
202.000,0,202.00,2.20,5.50,8.18,10.10
202.000,0,202.00,2.23,5.45,8.62,10.40
202.000,0,202.00,2.24,5.31,9.09,10.80
202.000,0,202.00,2.25,5.11,9.55,11.10
202.000,0,202.00,2.27,4.89,9.93,11.30
202.000,0,202.00,2.29,4.69,10.10,11.40
202.000,0,202.00,2.35,4.58,10.10,11.30
202.000,0,202.00,2.47,4.55,9.81,11.10
202.000,0,202.00,2.68,4.66,9.29,10.70
202.000,0,202.00,2.89,4.84,8.77,10.40
202.000,0,202.00,3.07,4.97,8.33,10.20
202.000,0,202.00,3.19,5.01,8.00,9.96
202.000,0,202.00,3.25,4.99,7.83,9.84
202.000,0,202.00,3.28,4.91,7.79,9.78
202.000,0,202.00,3.27,4.77,7.78,9.69
202.000,0,202.00,3.22,4.63,7.86,9.67
202.000,0,202.00,3.14,4.48,8.00,9.69
202.000,0,202.00,3.06,4.32,8.05,9.64
202.000,0,202.00,3.02,4.24,8.09,9.62
202.000,0,202.00,2.94,4.21,8.12,9.61
202.000,0,202.00,2.85,4.21,8.08,9.54
202.000,0,202.00,2.75,4.26,8.02,9.49
202.000,0,202.00,2.63,4.34,7.95,9.43
202.000,0,202.00,2.48,4.41,8.00,9.47
202.000,0,202.00,2.29,4.40,8.18,9.57
202.000,0,202.00,2.15,4.31,8.50,9.77
202.000,0,202.00,2.04,4.16,8.88,10.00
202.000,0,202.00,1.92,3.95,9.22,10.20
202.000,0,202.00,1.83,3.76,9.40,10.30
202.000,0,202.00,1.76,3.73,9.40,10.30
202.000,0,202.00,1.74,3.87,9.27,10.20
202.000,0,202.00,1.78,4.06,9.04,10.10
202.000,0,202.00,1.81,4.17,8.88,9.98
202.000,0,202.00,1.79,4.17,8.85,9.94
202.000,0,202.00,1.73,4.06,8.95,9.97
202.000,0,202.00,1.67,3.94,9.06,10.00
202.000,0,202.00,1.64,3.83,9.16,10.10
202.000,0,202.00,1.60,3.75,9.19,10.10
202.000,0,202.00,1.62,3.75,9.18,10.10
202.000,0,202.00,1.67,3.73,9.08,9.96
202.000,0,202.00,1.73,3.71,8.90,9.80
202.000,0,202.00,1.80,3.72,8.72,9.65
202.000,0,202.00,1.88,3.71,8.56,9.52
202.000,0,202.00,1.96,3.64,8.48,9.43
202.000,0,202.00,2.05,3.54,8.43,9.37
202.000,0,202.00,2.15,3.46,8.38,9.31
202.000,0,202.00,2.25,3.37,8.36,9.29
202.000,0,202.00,2.34,3.28,8.28,9.21
202.000,0,202.00,2.43,3.25,8.20,9.15
202.000,0,202.00,2.58,3.27,8.09,9.10
202.000,0,202.00,2.74,3.33,7.98,9.08
202.000,0,202.00,2.92,3.40,7.89,9.08
202.000,0,202.00,3.07,3.47,7.86,9.12
202.000,0,202.00,3.20,3.54,7.84,9.18
202.000,0,202.00,3.35,3.61,7.90,9.31
202.000,0,202.00,3.47,3.70,8.01,9.48
202.000,0,202.00,3.53,3.78,8.16,9.66
202.000,0,202.00,3.58,3.85,8.35,9.87
202.000,0,202.00,3.65,3.87,8.56,10.10
202.000,0,202.00,3.69,3.88,8.74,10.30
202.000,0,202.00,3.70,3.88,8.95,10.40
202.000,0,202.00,3.73,3.87,9.18,10.60
203.000,1,203.00,3.76,3.84,9.36,10.80
203.000,0,203.00,3.79,3.77,9.46,10.90
203.000,0,203.00,3.82,3.72,9.50,10.90
